Running client with REP_PROB_PERCENT: 0
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: 1
Difficulty: 30000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

[1 16956430 16956430 1] 120
[1 27336328 27336328 1] 26178643
[1 14268981 14268981 1] 1319
[1 19126506 19126506 1] 27328850
[1 12621730 12621730 1] 27928871
[1 27336328 27336328 1] 29858884
[1 24353896 24353896 1] 31515878
[1 21100546 21100546 1] 33250784
[1 25990365 25990365 1] 34507702
[1 10313751 10313751 1] 34906991
[1 26426809 26426809 1] 36736709
[1 18703136 18703136 1] 168
[1 19641422 19641422 1] 168
[1 4238336 4238336 1] 144
[1 29947179 29947179 1] 38998091
[1 16956430 16956430 1] 128
[1 19393585 19393585 1] 40422215
[1 27336328 27336328 1] 42441127
[1 4612400 4612400 1] 42263016
[1 4095061 4095061 1] 42034185
[1 13993369 13993369 1] 42758464
[1 4210013 4210013 1] 42578918
[1 9698587 9698587 1] 42882815
[1 6297540 6297540 1] 42855613
[1 13480571 13480571 1] 43514969
[1 6898538 6898538 1] 1038
[1 25960379 25960379 1] 45514930
[1 2066602 2066602 1] 45114913
[1 19393585 19393585 1] 132
[1 27612903 27612903 1] 47063195
[1 260757 260757 1] 45887399
[1 24544920 24544920 1] 121
[1 23209442 23209442 1] 46909206
[1 24429690 24429690 1] 48770659
[1 27346620 27346620 1] 50816086
[1 744730 744730 1] 50286031
[1 13108118 13108118 1] 50948596
[1 27905772 27905772 1] 53249489
[1 12890676 12890676 1] 54371498
[1 4210013 4210013 1] 54227358
[1 18777857 18777857 1] 55427461
[1 14872354 14872354 1] 56238704
[1 12276966 12276966 1] 56797939
[1 4612400 4612400 1] 56049091
[1 332872 332872 1] 55481392
[1 10048830 10048830 1] 55807710
[1 13363369 13363369 1] 55890219
[1 27346620 27346620 1] 118
[1 27336328 27336328 1] 142
[1 27346620 27346620 1] 57873921
[1 11518150 11518150 1] 58384370
[1 19700724 19700724 1] 59601788
[1 19493452 19493452 1] 60264749
[1 20243556 20243556 1] 61666649
[1 2597489 2597489 1] 61322138
[1 8888229 8888229 1] 61578714
[1 18792351 18792351 1] 62761587
[1 29441501 29441501 1] 64908687
[1 5723059 5723059 1] 180
[1 26087765 26087765 1] 67079749
[1 5324915 5324915 1] 66984211
[1 2275857 2275857 1] 66613637
[1 27346492 27346492 1] 68544234
[1 1148366 1148366 1] 68054269
[1 20281937 20281937 1] 69370717
[1 16452552 16452552 1] 70334409
[1 11899229 11899229 1] 70883574
[1 3975408 3975408 1] 70706874
[1 6276122 6276122 1] 70719434
[1 794396 794396 1] 70193042
[1 24661238 24661238 1] 71866954
[1 573794 573794 1] 71320736
[1 4210013 4210013 1] 71116994
[1 7231012 7231012 1] 71321222
[1 14639530 14639530 1] 72094185
[1 7322405 7322405 1] 72184544
[1 12255764 12255764 1] 72774960
[1 22670689 22670689 1] 72481026
[1 12067918 12067918 1] 73026520
[1 16987744 16987744 1] 73432661
[1 9512184 9512184 1] 73694305
[1 18295500 18295500 1] 74759113
[1 4210013 4210013 1] 121
[1 16206726 16206726 1] 75596899
[1 2755591 2755591 1] 75237235
[1 4612400 4612400 1] 75050912
[1 12469787 12469787 1] 75589655
[1 8338083 8338083 1] 75753116
[1 20388465 20388465 1] 77022883
[1 6939508 6939508 1] 77079775
[1 25228805 25228805 1] 78902449
[1 22278612 22278612 1] 80391634
[1 17127829 17127829 1] 81531538
[1 10383427 10383427 1] 117
[1 24887344 24887344 1] 83269206
[1 25990365 25990365 1] 115
[1 2035569 2035569 1] 82860392
[1 24429690 24429690 1] 129
[1 2597489 2597489 1] 146
[1 27755423 27755423 1] 84918533
[1 25960379 25960379 1] 86159287
[1 6473731 6473731 1] 86239490
[1 27336328 27336328 1] 149
[1 29441501 29441501 1] 114
[1 26811306 26811306 1] 88221095
[1 6939508 6939508 1] 111
[1 2755591 2755591 1] 87880994
[1 14248627 14248627 1] 88643818
[1 503466 503466 1] 88089454
[1 8213259 8213259 1] 87625092
[1 24167638 24167638 1] 89317174
[1 21305625 21305625 1] 90729688
[1 10383427 10383427 1] 160
[1 13911900 13911900 1] 90825368
[1 20145551 20145551 1] 92111884
[1 19290072 19290072 1] 93348083
[1 23665124 23665124 1] 160
[1 17487132 17487132 1] 94333527
[1 7684931 7684931 1] 94454017
[1 21845895 21845895 1] 95990943
[1 4612400 4612400 1] 191
[1 7370164 7370164 1] 96100035
[1 23387982 23387982 1] 97692138
[1 1252997 1252997 1] 97203325
[1 2713774 2713774 1] 96852666
[1 6473731 6473731 1] 96864778
[1 17681096 17681096 1] 98044562
[1 17116467 17116467 1] 99039310
[1 6911341 6911341 1] 99071073
[1 21305625 21305625 1] 122
[1 23327685 23327685 1] 100741611
[1 16855543 16855543 1] 101695211
[1 7379108 7379108 1] 101813885
[1 4612400 4612400 1] 126
[1 18219757 18219757 1] 102933316
[1 7418419 7418419 1] 103074501
[1 23089413 23089413 1] 104751590
[1 25032173 25032173 1] 106487318
[1 4238336 4238336 1] 121
[1 29262010 29262010 1] 108704395
[1 6898538 6898538 1] 118
[1 8888229 8888229 1] 111
[1 28625211 28625211 1] 110924275
[1 7467588 7467588 1] 111118692
[1 12255764 12255764 1] 111667714
[1 6473731 6473731 1] 111657046
[1 20401256 20401256 1] 112947067
[1 10048830 10048830 1] 148
[1 7370164 7370164 1] 113050553
[1 21229905 21229905 1] 114456046
[1 15939812 15939812 1] 115380508
[1 4238336 4238336 1] 120
[1 16915668 16915668 1] 116395722
[1 4829151 4829151 1] 115657418
[1 15996659 15996659 1] 116606006
[1 9867270 9867270 1] 116388472
[1 8338083 8338083 1] 198
[1 12276966 12276966 1] 118
[1 19054082 19054082 1] 117558382
[1 15740085 15740085 1] 118486561
[1 26811973 26811973 1] 120645435
[1 73851 73851 1] 120052734
[1 15905386 15905386 1] 121047353
[1 7739300 7739300 1] 121227111
[1 23606043 23606043 1] 122830047
[1 26340714 26340714 1] 124733704
[1 15256191 15256191 1] 125583230
[1 6942591 6942591 1] 125637821
[1 8888229 8888229 1] 125877594
[1 7370164 7370164 1] 125982539
[1 6371156 6371156 1] 125989791
[1 22218005 22218005 1] 127503464
[1 11614770 11614770 1] 128035521
[1 12981777 12981777 1] 128674509
[1 6247256 6247256 1] 128671715
[1 18348143 18348143 1] 129818900
[1 19290072 19290072 1] 150
[1 4445885 4445885 1] 129642515
[1 10313751 10313751 1] 130
[1 20223206 20223206 1] 130984728
[1 27679568 27679568 1] 133096634
[1 12262755 12262755 1] 133048931
[1 1154260 1154260 1] 132573734
[1 12828203 12828203 1] 133226598
[1 2597489 2597489 1] 140
[1 22278612 22278612 1] 130
[1 24429690 24429690 1] 160
[1 24429690 24429690 1] 172
[1 20401256 20401256 1] 134778101
[1 26902022 26902022 1] 136941776
[1 20390869 20390869 1] 138283261
[1 6235190 6235190 1] 138247238
[1 12621730 12621730 1] 210
[1 27949909 27949909 1] 140195625
[1 2755591 2755591 1] 124
[1 27336328 27336328 1] 334
[1 27210499 27210499 1] 142424807
[1 18518809 18518809 1] 143554619
[1 4686249 4686249 1] 143394269
[1 12262755 12262755 1] 169
[1 19290072 19290072 1] 144653110
[1 27755423 27755423 1] 149
[1 20321649 20321649 1] 146019293
[1 11999755 11999755 1] 146566908
[1 2251747 2251747 1] 146179517
[1 4319530 4319530 1] 145987929
[1 573794 573794 1] 145441834
[1 24549798 24549798 1] 147177531
[1 6473731 6473731 1] 189
[1 26086991 26086991 1] 149047872
[1 2713774 2713774 1] 148720303
[1 18012498 18012498 1] 149835823
[1 14248627 14248627 1] 117
[1 21294893 21294893 1] 151385838
[1 18792351 18792351 1] 109
[1 25519126 25519126 1] 153164377
[1 24613997 24613997 1] 154914533
[1 12999171 12999171 1] 755
