Running client with REP_PROB_PERCENT: 0
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: 1
Difficulty: 30000000
Repetition probability (%): 0
Request delay (us): 600000
Priority disabled

**********************************
Total requests: 500
Start: 1
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority disabled

[1 6930887 6930887 1] 715465
[1 4636916 4636916 1] 593535
[1 4238336 4238336 1] 444314
[1 29760493 29760493 1] 3102416
[1 19641422 19641422 1] 4550579
[1 490028 490028 1] 4000856
[1 22520060 22520060 1] 5758712
[1 17513927 17513927 1] 7059186
[1 10383427 10383427 1] 7541259
[1 13455737 13455737 1] 8346412
[1 10383427 10383427 1] 8826630
[1 4636916 4636916 1] 127
[1 16956430 16956430 1] 9999913
[1 21021531 21021531 1] 11588020
[1 23665124 23665124 1] 13468154
[1 4238336 4238336 1] 195
[1 18703136 18703136 1] 14820365
[1 1979803 1979803 1] 14426722
[1 5723059 5723059 1] 14423591
[1 15898168 15898168 1] 15484706
[1 19018457 19018457 1] 16865857
[1 5723059 5723059 1] 16855189
[1 3377374 3377374 1] 16602602
[1 24544920 24544920 1] 18565975
[1 6898538 6898538 1] 18686108
[1 19018457 19018457 1] 676
[1 5723059 5723059 1] 134
[1 23594325 23594325 1] 20543983
[1 19018457 19018457 1] 21926712
[1 14268981 14268981 1] 22208281
[1 16956430 16956430 1] 158
[1 29241874 29241874 1] 24648632
[1 12999171 12999171 1] 25418438
[1 16956430 16956430 1] 125
[1 15497282 15497282 1] 26439029
[1 1979803 1979803 1] 26042805
[1 14268981 14268981 1] 169
[1 27336328 27336328 1] 28311846
[1 19126506 19126506 1] 29736835
[1 12621730 12621730 1] 30464539
[1 27336328 27336328 1] 32712717
[1 24353896 24353896 1] 34641369
[1 21100546 21100546 1] 36248671
[1 25990365 25990365 1] 37756571
[1 18703136 18703136 1] 1886
[1 10313751 10313751 1] 38233861
[1 19641422 19641422 1] 414
[1 4238336 4238336 1] 143
[1 16956430 16956430 1] 181
[1 26426809 26426809 1] 40380602
[1 29947179 29947179 1] 42910370
[1 19393585 19393585 1] 44339548
[1 27336328 27336328 1] 46785854
[1 4612400 4612400 1] 46670284
[1 4095061 4095061 1] 46499922
[1 6898538 6898538 1] 124
[1 13993369 13993369 1] 47376248
[1 4210013 4210013 1] 47211057
[1 9698587 9698587 1] 47621792
[1 6297540 6297540 1] 47679506
[1 13480571 13480571 1] 48477700
[1 19393585 19393585 1] 130
[1 24544920 24544920 1] 1371
[1 25960379 25960379 1] 50576111
[1 2066602 2066602 1] 50188930
[1 27612903 27612903 1] 52470356
[1 260757 260757 1] 51297326
[1 23209442 23209442 1] 52512019
[1 24429690 24429690 1] 54447149
[1 27346620 27346620 1] 56801427
[1 744730 744730 1] 56280783
[1 13108118 13108118 1] 57154184
[1 27905772 27905772 1] 59488202
[1 12890676 12890676 1] 60229380
[1 4210013 4210013 1] 60066041
[1 27346620 27346620 1] 140
[1 18777857 18777857 1] 61421128
[1 14872354 14872354 1] 62388753
[1 27336328 27336328 1] 195
[1 12276966 12276966 1] 63068988
[1 4612400 4612400 1] 62345544
[1 332872 332872 1] 61780838
[1 10048830 10048830 1] 62224302
[1 13363369 13363369 1] 62411014
[1 27346620 27346620 1] 64660303
[1 11518150 11518150 1] 65264009
[1 19700724 19700724 1] 66724048
[1 19493452 19493452 1] 67549112
[1 5723059 5723059 1] 142
[1 20243556 20243556 1] 69037551
[1 2597489 2597489 1] 68713005
[1 8888229 8888229 1] 69033859
[1 18792351 18792351 1] 70384650
[1 29441501 29441501 1] 72847265
[1 26087765 26087765 1] 74974637
[1 5324915 5324915 1] 74934595
[1 2275857 2275857 1] 74569211
[1 27346492 27346492 1] 76819077
[1 1148366 1148366 1] 76337656
[1 20281937 20281937 1] 77911644
[1 16452552 16452552 1] 79111227
[1 11899229 11899229 1] 79750569
[1 3975408 3975408 1] 79565394
[1 6276122 6276122 1] 79617140
[1 794396 794396 1] 79099280
[1 24661238 24661238 1] 81075613
[1 573794 573794 1] 80534710
[1 4210013 4210013 1] 80367642
[1 7231012 7231012 1] 80513564
[1 14639530 14639530 1] 81556204
[1 4210013 4210013 1] 851
[1 7322405 7322405 1] 81725335
[1 12255764 12255764 1] 82391442
[1 22670689 22670689 1] 82350381
[1 12067918 12067918 1] 83001490
[1 16987744 16987744 1] 83585248
[1 9512184 9512184 1] 83972174
[1 18295500 18295500 1] 85278503
[1 16206726 16206726 1] 86373784
[1 2755591 2755591 1] 86062485
[1 4612400 4612400 1] 85943983
[1 12469787 12469787 1] 86639312
[1 10383427 10383427 1] 142
[1 8338083 8338083 1] 86900213
[1 25990365 25990365 1] 146
[1 24429690 24429690 1] 146
[1 20388465 20388465 1] 88451143
[1 2597489 2597489 1] 223
[1 6939508 6939508 1] 88572225
[1 25228805 25228805 1] 90608533
[1 27336328 27336328 1] 129
[1 29441501 29441501 1] 1096
[1 22278612 22278612 1] 92321973
[1 6939508 6939508 1] 137
[1 17127829 17127829 1] 93506289
[1 24887344 24887344 1] 95481294
[1 2035569 2035569 1] 95103436
[1 27755423 27755423 1] 97419727
[1 10383427 10383427 1] 134
[1 25960379 25960379 1] 98935824
[1 6473731 6473731 1] 99012756
[1 23665124 23665124 1] 125
[1 26811306 26811306 1] 101197246
[1 2755591 2755591 1] 100885649
[1 14248627 14248627 1] 101772020
[1 503466 503466 1] 101223857
[1 8213259 8213259 1] 100871085
[1 4612400 4612400 1] 184
[1 24167638 24167638 1] 102764360
[1 21305625 21305625 1] 104369542
[1 13911900 13911900 1] 104618551
[1 20145551 20145551 1] 106117439
[1 21305625 21305625 1] 232
[1 19290072 19290072 1] 107543952
[1 17487132 17487132 1] 108830475
[1 7684931 7684931 1] 109038230
[1 4612400 4612400 1] 371
[1 21845895 21845895 1] 110714132
[1 7370164 7370164 1] 110875194
[1 23387982 23387982 1] 112679991
[1 1252997 1252997 1] 112208842
[1 2713774 2713774 1] 111888057
[1 6473731 6473731 1] 111954578
[1 4238336 4238336 1] 145
[1 17681096 17681096 1] 113199803
[1 17116467 17116467 1] 114364113
[1 6911341 6911341 1] 114477918
[1 6898538 6898538 1] 119
[1 8888229 8888229 1] 142
[1 23327685 23327685 1] 116316591
[1 16855543 16855543 1] 117461521
[1 7379108 7379108 1] 117630998
[1 10048830 10048830 1] 331
[1 18219757 18219757 1] 118932360
[1 7418419 7418419 1] 119102241
[1 23089413 23089413 1] 120905175
[1 4238336 4238336 1] 140
[1 25032173 25032173 1] 122887260
[1 29262010 29262010 1] 125299866
[1 8338083 8338083 1] 164
[1 12276966 12276966 1] 133
[1 28625211 28625211 1] 127692846
[1 7467588 7467588 1] 127864550
[1 12255764 12255764 1] 128541554
[1 6473731 6473731 1] 128613619
[1 20401256 20401256 1] 130142955
[1 7370164 7370164 1] 130308687
[1 21229905 21229905 1] 131919994
[1 15939812 15939812 1] 132999286
[1 16915668 16915668 1] 134191424
[1 4829151 4829151 1] 133497487
[1 15996659 15996659 1] 134549412
[1 9867270 9867270 1] 134368504
[1 19054082 19054082 1] 135772222
[1 15740085 15740085 1] 136812830
[1 26811973 26811973 1] 138991142
[1 73851 73851 1] 138398723
[1 19290072 19290072 1] 692
[1 10313751 10313751 1] 147
[1 15905386 15905386 1] 139454437
[1 7739300 7739300 1] 139648692
[1 23606043 23606043 1] 141483205
[1 2597489 2597489 1] 121
[1 26340714 26340714 1] 143632639
[1 22278612 22278612 1] 139
[1 24429690 24429690 1] 137
[1 24429690 24429690 1] 145
[1 15256191 15256191 1] 144646375
[1 6942591 6942591 1] 144764994
[1 8888229 8888229 1] 145091250
[1 7370164 7370164 1] 145257777
[1 6371156 6371156 1] 145320751
[1 22218005 22218005 1] 147011857
[1 11614770 11614770 1] 147620917
[1 12621730 12621730 1] 130
[1 12981777 12981777 1] 148371639
[1 2755591 2755591 1] 157
[1 6247256 6247256 1] 148424515
[1 18348143 18348143 1] 149732769
[1 27336328 27336328 1] 190
[1 4445885 4445885 1] 149600689
[1 20223206 20223206 1] 151100804
[1 27679568 27679568 1] 153384498
[1 27755423 27755423 1] 123
[1 12262755 12262755 1] 153457205
[1 1154260 1154260 1] 152977780
[1 12828203 12828203 1] 153717223
[1 20401256 20401256 1] 155247572
[1 6473731 6473731 1] 130
[1 26902022 26902022 1] 157449042
[1 20390869 20390869 1] 158961262
[1 6235190 6235190 1] 159022364
