#input
#!/bin/sh
#
# This is the configuration of the final run.
# The seed value will be a non-zero value that will not be disclosed.
##
#
#
#SERVER=localhost
#PORT=9000
#SEED=5041
#TOTAL=500
#START=0
#DIFFICULTY=30000000
#REP_PROB_PERCENT=20
#DELAY_US=600000
#PRIO_LAMBDA=1.5
#
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#


**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 4973759262420791533 4973759262420791533 1] 246959761
[1 855809072938529119 855809072938529119 1] 247656653
[1 3212214683265722945 3212214683265722945 2] 248539417
[1 9087915936908888447 9087915936908888447 2] 249735662
[1 6332845802162722465 6332845802162722465 1] 249596571
[1 4073211198583022180 4073211198583022180 1] 249128314
[1 8732085476929491618 8732085476929491618 1] 250201258
[1 5025943281449913462 5025943281449913462 1] 250850759
[1 8438789768457654395 8438789768457654395 1] 252392634
[1 241391968874552458 241391968874552458 1] 252556421
[1 345230284045436778 345230284045436778 2] 254085772
[1 3908090975176347760 3908090975176347760 2] 254109550
[1 2934363447031835758 2934363447031835758 1] 255787987
[1 894503179976803868 894503179976803868 1] 256274158
[1 6190378323326485826 6190378323326485826 1] 255762953
[1 2562215526203485763 2562215526203485763 1] 256009986
[1 2334543312721676862 2334543312721676862 1] 257383806
[1 6400049056656596056 6400049056656596056 1] 258811429
[1 3825613523896836328 3825613523896836328 1] 260461391
[1 3246353780858311150 3246353780858311150 1] 260183351
[1 472640305114548655 472640305114548655 1] 261454450
[1 3725094020181300213 3725094020181300213 1] 262993498
[1 2097449817658158751 2097449817658158751 1] 264394861
[1 6643227403971752890 6643227403971752890 1] 265104786
[1 5178122808022206607 5178122808022206607 1] 265002746
[1 5196006687241536103 5196006687241536103 3] 266174048
[1 3743210088908719144 3743210088908719144 1] 265650918
[1 7218017804265400567 7218017804265400567 1] 265113415

Prio stats: 394 85 17 3 1 0 0 0 0 0 0 0 0 0 0 0 
Results: 100.00 167072043
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 5323113048839211569 5323113048839211569 1] 1257241
[1 6061301652778360708 6061301652778360708 1] 2064312
[1 6551056528233317404 6551056528233317404 1] 3243388
[1 5199371706524493251 5199371706524493251 1] 3055663
[1 3659813617944922327 3659813617944922327 1] 3424487
[1 5323113048839211569 5323113048839211569 1] 4082847
[1 6551056528233317404 6551056528233317404 1] 5265846
[1 4306388032135015083 4306388032135015083 1] 5803973
[1 3582342302972989278 3582342302972989278 2] 6170319
[1 5152867666612939994 5152867666612939994 1] 5700928
[1 8545497753826994372 8545497753826994372 1] 7378849
[1 14219070558469852 14219070558469852 1] 7575549
[1 5152867666612939994 5152867666612939994 2] 7106087
[1 8123840614758380338 8123840614758380338 1] 6715924
[1 6299299371226330111 6299299371226330111 1] 6533913
[1 5199371706524493251 5199371706524493251 2] 6348485
[1 4210581282492980127 4210581282492980127 2] 7515915
[1 2681509236213133930 2681509236213133930 1] 8986021
[1 2417774981122755451 2417774981122755451 1] 10126827
[1 5199371706524493251 5199371706524493251 1] 9940468
[1 2417774981122755451 2417774981122755451 1] 11080436
[1 3371221844736955655 3371221844736955655 1] 11611665
[1 14219070558469852 14219070558469852 1] 11810416
[1 5665786584277501498 5665786584277501498 1] 12865991
[1 4411586658559271441 4411586658559271441 2] 14403744
[1 7751036336550852449 7751036336550852449 2] 14888121
[1 5226070023190972674 5226070023190972674 1] 14294088
[1 443797163739200304 443797163739200304 1] 15233302
[1 2681509236213133930 2681509236213133930 1] 16693789
[1 4711316578468217750 4711316578468217750 1] 16515749
[1 3219269621666571012 3219269621666571012 1] 17368999
[1 4439128167132747160 4439128167132747160 1] 17457957
[1 419959660935379333 419959660935379333 1] 17423174
[1 5323113048839211569 5323113048839211569 1] 18078429
[1 6508099035400486672 6508099035400486672 3] 19208733
[1 3661979449103474211 3661979449103474211 1] 19389171
[1 5199371706524493251 5199371706524493251 1] 19202794
[1 428285387533163711 428285387533163711 1] 18718064
[1 7479665055322049871 7479665055322049871 1] 19505749
[1 4587930096661733970 4587930096661733970 1] 19990592
[1 676565140536873255 676565140536873255 1] 20235321
[1 7465279672643454733 7465279672643454733 1] 20219649
[1 5358995021737652853 5358995021737652853 2] 21362266
[1 7758562614941667095 7758562614941667095 1] 22170227
[1 4096930159418457413 4096930159418457413 2] 21869218
[1 6676147598389536847 6676147598389536847 1] 21973093
[1 7542673075594086020 7542673075594086020 1] 21885479
[1 8447424885188984022 8447424885188984022 1] 21869995
[1 3380263676397564338 3380263676397564338 2] 21477190
[1 14219070558469852 14219070558469852 1] 21671265
[1 8765615669523681939 8765615669523681939 1] 21754823
[1 419959660935379333 419959660935379333 1] 21718981
[1 5054306381671161295 5054306381671161295 2] 22642850
[1 4418986465783198893 4418986465783198893 1] 23003771
[1 3168228909583649578 3168228909583649578 1] 24134787
[1 4711016277695541463 4711016277695541463 1] 24637962
[1 3300549992339425025 3300549992339425025 1] 25038612
[1 4640306689896283532 4640306689896283532 1] 25888570
[1 8576653471017792763 8576653471017792763 1] 26128964
[1 8630513118107105493 8630513118107105493 2] 27261063
[1 3073303311992054111 3073303311992054111 1] 28974434
[1 4675313619226882656 4675313619226882656 2] 29720458
[1 4672142790945023815 4672142790945023815 1] 31028413
[1 6312818450892701566 6312818450892701566 2] 30774291
[1 3277991424207011103 3277991424207011103 1] 30337808
[1 4313074964976661539 4313074964976661539 1] 30773078
[1 5358995021737652853 5358995021737652853 1] 31912553
[1 5727926382741058057 5727926382741058057 1] 32438911
[1 6769470164041216243 6769470164041216243 2] 32581034
[1 2408144213467734955 2408144213467734955 2] 33451963
[1 1537871660103321085 1537871660103321085 1] 33990834
[1 8106418617074936444 8106418617074936444 2] 35480991
[1 4852342352453309314 4852342352453309314 1] 36333204
[1 6935269914745579775 6935269914745579775 2] 37882877
[1 8178167647254100655 8178167647254100655 1] 38553695
[1 5609386143928750169 5609386143928750169 1] 38378904
[1 5235884288566630025 5235884288566630025 1] 37919777
[1 7258030776582813733 7258030776582813733 2] 39138219
[1 6418055994088674903 6418055994088674903 2] 40721679
[1 8861487328274733667 8861487328274733667 1] 40595537
[1 5199371706524493251 5199371706524493251 1] 40410576
[1 697023732095936426 697023732095936426 1] 41567215
[1 2702469276737005753 2702469276737005753 1] 42710378
[1 7751036336550852449 7751036336550852449 1] 43200099
[1 7263920461483667833 7263920461483667833 3] 42654612
[1 1858959575435454377 1858959575435454377 1] 43964192
[1 1559190386264860990 1559190386264860990 1] 45465016
[1 8545497753826994372 8545497753826994372 2] 47157607
[1 6733148917571626198 6733148917571626198 1] 47158325
[1 2906895808741546301 2906895808741546301 1] 48078754
[1 6621806134722217994 6621806134722217994 3] 48287236
[1 5899104248299270511 5899104248299270511 1] 48563022
[1 8545497753826994372 8545497753826994372 1] 50233087
[1 1999070770062910591 1999070770062910591 1] 50343866
[1 5046249221331440250 5046249221331440250 1] 50780718
[1 2740874517211224045 2740874517211224045 1] 52471104
[1 3980262377739853399 3980262377739853399 1] 52076507
[1 1726119651011849087 1726119651011849087 1] 53608127
[1 4755769266264313978 4755769266264313978 1] 54177635
[1 1924345543027782702 1924345543027782702 1] 55031570
[1 1657028723439299735 1657028723439299735 1] 56560482
[1 3837879182316570790 3837879182316570790 1] 57247122
[1 3679629128133838277 3679629128133838277 1] 56813869
[1 3980262377739853399 3980262377739853399 2] 56418892
[1 4829750008164147974 4829750008164147974 1] 55916066
[1 366035088203681309 366035088203681309 1] 56955470
[1 472640305114548655 472640305114548655 1] 58221327
[1 8025119966655469405 8025119966655469405 1] 58056253
[1 1943465972204786521 1943465972204786521 1] 59490687
[1 9087915936908888447 9087915936908888447 1] 60690629
[1 7021863040962118426 7021863040962118426 1] 62357812
[1 6383064505001044642 6383064505001044642 1] 62852424
[1 6661929279557956789 6661929279557956789 1] 63044399
[1 3380263676397564338 3380263676397564338 1] 62652177
[1 4134066680141017990 4134066680141017990 1] 62250097
[1 7885990956964797791 7885990956964797791 1] 62398579
[1 2881907375742268536 2881907375742268536 2] 63725321
[1 1494610507527821925 1494610507527821925 1] 63796864
[1 2237646372472201809 2237646372472201809 2] 63853080
[1 7000092202700241638 7000092202700241638 1] 63889029
[1 4049776256710809090 4049776256710809090 1] 65199789
[1 7094574829709000416 7094574829709000416 2] 66840287
[1 5222133264898256115 5222133264898256115 2] 67215607
[1 777597955150123734 777597955150123734 1] 67709713
[1 78272782157371108 78272782157371108 1] 69434068
[1 4934221230837358068 4934221230837358068 1] 69993842
[1 3224496798420488480 3224496798420488480 1] 71308063
[1 4389097367932351452 4389097367932351452 1] 71583051
[1 472640305114548655 472640305114548655 1] 72856153
[1 6418055994088674903 6418055994088674903 2] 74428600
[1 4210581282492980127 4210581282492980127 1] 75588062
[1 62078986177768511 62078986177768511 1] 75235368
[1 4858660833805638128 4858660833805638128 1] 76770778
[1 5486430009089896035 5486430009089896035 1] 76600703
[1 3523119062920112816 3523119062920112816 1] 76811747
[1 2404331784854299912 2404331784854299912 1] 76792539
[1 171574233629385747 171574233629385747 1] 76845839
[1 3837879182316570790 3837879182316570790 1] 77537183
[1 4002065833995603862 4002065833995603862 1] 78045443
[1 101175050661003722 101175050661003722 1] 78499640
[1 5235884288566630025 5235884288566630025 1] 78039847
[1 1217082174760581124 1217082174760581124 1] 78984953
[1 9041943092826302859 9041943092826302859 1] 79326620
[1 4570918472550733256 4570918472550733256 1] 79807935
[1 3778255577798444672 3778255577798444672 2] 80930477
[1 2562215526203485763 2562215526203485763 2] 81172711
[1 4559156434454441098 4559156434454441098 1] 82531118
[1 6334889449731842403 6334889449731842403 1] 83057980
[1 8773876334263565533 8773876334263565533 1] 82806589
[1 4516712816156734168 4516712816156734168 1] 83394002
[1 5190854629269504638 5190854629269504638 1] 83001332
[1 348341910997470776 348341910997470776 1] 82431578
[1 3338324673096263604 3338324673096263604 1] 83029372
[1 6696084871028655697 6696084871028655697 1] 83367965
[1 2337016797151025370 2337016797151025370 1] 84898710
[1 6513783888078605502 6513783888078605502 1] 85748858
[1 4567303845284399364 4567303845284399364 1] 85880315
[1 6418055994088674903 6418055994088674903 2] 87446125
[1 3551371861899513573 3551371861899513573 1] 87635690
[1 3210252149598671156 3210252149598671156 2] 88630665
[1 4852342352453309314 4852342352453309314 1] 89476301
[1 894503179976803868 894503179976803868 2] 89962089
[1 647491046073748595 647491046073748595 1] 89763794
[1 4509399839213241252 4509399839213241252 1] 91040703
[1 3289045874899206838 3289045874899206838 2] 92275850
[1 7012966272631410635 7012966272631410635 1] 91714207
[1 2810783061002379839 2810783061002379839 1] 91755917
[1 3526848735750231445 3526848735750231445 3] 92326636
[1 4672142790945023815 4672142790945023815 1] 93638575
[1 6451767927797156096 6451767927797156096 1] 94362114
[1 2239583862575887041 2239583862575887041 1] 94503195
[1 5235884288566630025 5235884288566630025 1] 94043979
[1 3271852081665507611 3271852081665507611 1] 93500862
[1 3523119062920112816 3523119062920112816 1] 93712454
[1 7758562614941667095 7758562614941667095 2] 94519435
[1 251690462219525063 251690462219525063 1] 96154294
[1 8861487328274733667 8861487328274733667 1] 96024612
[1 472640305114548655 472640305114548655 2] 97294116
[1 5199371706524493251 5199371706524493251 1] 97106028
[1 5178792161997660435 5178792161997660435 1] 97578672
[1 8166414568124432591 8166414568124432591 1] 98460509
[1 8685449636262271972 8685449636262271972 1] 100074275
[1 7132460384727029320 7132460384727029320 2] 100186807
[1 5514366799865754161 5514366799865754161 1] 100643673
[1 4412122026428717922 4412122026428717922 1] 101925690
[1 3236934473919397422 3236934473919397422 1] 102742358
[1 647491046073748595 647491046073748595 1] 102543655
[1 4219873354455086148 4219873354455086148 4] 103504787
[1 130094826246450141 130094826246450141 1] 103642077
[1 2331347999351084026 2331347999351084026 1] 103359911
[1 3659813617944922327 3659813617944922327 2] 103727364
[1 2491827283880295168 2491827283880295168 2] 105265770
[1 5063561934843515109 5063561934843515109 1] 105647519
[1 4377884285487400780 4377884285487400780 1] 105097264
[1 9111468288398707982 9111468288398707982 1] 105484483
[1 550672249647483098 550672249647483098 1] 105838971
[1 6513783888078605502 6513783888078605502 1] 106696028
[1 8746113330728608796 8746113330728608796 3] 106806288
[1 2861478466821191741 2861478466821191741 1] 106549584
[1 3558554399823816184 3558554399823816184 1] 107037807
[1 6274825479430247148 6274825479430247148 1] 108331180
[1 9194213822884330834 9194213822884330834 1] 107883960
[1 185118575590103668 185118575590103668 1] 108968467
[1 4122695951619468847 4122695951619468847 2] 109923480
[1 8596722216914397364 8596722216914397364 1] 111261567
[1 4073211198583022180 4073211198583022180 1] 110792767
[1 9194213822884330834 9194213822884330834 1] 110346011
[1 5199371706524493251 5199371706524493251 2] 110158431
[1 7856897504463192900 7856897504463192900 1] 110105176
[1 5416000030182068785 5416000030182068785 2] 110590104
[1 1242004612079023671 1242004612079023671 1] 110911653
[1 4827324001856983987 4827324001856983987 1] 111351603
[1 2491827283880295168 2491827283880295168 1] 112867542
[1 4774416163461359252 4774416163461359252 3] 113526232
[1 914343859512707012 914343859512707012 1] 114088125
[1 3271508910756835865 3271508910756835865 1] 114175245
[1 3345713678998118409 3345713678998118409 1] 115895677
[1 1840298256139815746 1840298256139815746 1] 117644707
[1 6397345207882921962 6397345207882921962 2] 118726636
[1 9107500590212004521 9107500590212004521 2] 119029009
[1 6468866080072798106 6468866080072798106 1] 120088482
[1 7044189533465539850 7044189533465539850 1] 120240996
[1 6357559164249722615 6357559164249722615 4] 121446430
[1 6508099035400486672 6508099035400486672 1] 122576669
[1 6170402025844769799 6170402025844769799 1] 122047390
[1 2454684895762362559 2454684895762362559 1] 122247097
[1 7499126390569328487 7499126390569328487 1] 123282795
[1 2454684895762362559 2454684895762362559 1] 123483070
[1 4562440946473198944 4562440946473198944 3] 124206849
[1 6969888700525189384 6969888700525189384 1] 125154970
[1 2090043877226103601 2090043877226103601 2] 125901353
[1 1186413747289502661 1186413747289502661 2] 126882052
[1 319895222190797266 319895222190797266 1] 127412073
[1 776057151823164264 776057151823164264 1] 127297028
[1 4238713034810074028 4238713034810074028 1] 128359241
[1 472640305114548655 472640305114548655 1] 129628096
[1 3271508910756835865 3271508910756835865 2] 129711933
[1 9054274455774325283 9054274455774325283 2] 129660865
[1 5460306810368422338 5460306810368422338 1] 130765456
[1 415004406609487801 415004406609487801 1] 130181851
[1 8123840614758380338 8123840614758380338 3] 129790641
[1 5724685807532549095 5724685807532549095 1] 130944096
[1 5945104872396650355 5945104872396650355 1] 131304469
[1 8863376680030915354 8863376680030915354 1] 131163259
[1 1890874750208477764 1890874750208477764 1] 132659244
[1 7613436918011352707 7613436918011352707 1] 133044986
[1 6423217256339162762 6423217256339162762 1] 134028381
[1 835059540630012492 835059540630012492 1] 135153145
[1 5885709345812136768 5885709345812136768 1] 135767210
[1 8456951483809752933 8456951483809752933 1] 137026875
[1 1929108437739011046 1929108437739011046 1] 137456941
[1 962644554631157417 962644554631157417 1] 139052458
[1 5416000030182068785 5416000030182068785 1] 139536136
[1 6041612706119483417 6041612706119483417 1] 140134760
[1 1657028723439299735 1657028723439299735 2] 141669292
[1 2538156644782290352 2538156644782290352 2] 143214714
[1 8454751433989030941 8454751433989030941 1] 143474001
[1 7466460471292109233 7466460471292109233 1] 144868634
[1 3582342302972989278 3582342302972989278 1] 145230544
[1 3829641242182598913 3829641242182598913 1] 144959656
[1 6190378323326485826 6190378323326485826 1] 144447989
[1 4956135701449413191 4956135701449413191 1] 144216394
[1 579383808298780685 579383808298780685 1] 143783953
[1 1176482845217077127 1176482845217077127 1] 145108467
[1 6702312599032352784 6702312599032352784 2] 146481393
[1 2059014550261616441 2059014550261616441 1] 146632401
[1 222493149465179000 222493149465179000 2] 147543836
[1 2046472722026058361 2046472722026058361 1] 147589271
[1 8639103653568590745 8639103653568590745 2] 147989200
[1 2681509236213133930 2681509236213133930 2] 149478261
[1 2681509236213133930 2681509236213133930 1] 150943729
[1 4841662169877694660 4841662169877694660 1] 152670193
[1 1994482117221562610 1994482117221562610 2] 154126291
[1 6872419454369207885 6872419454369207885 1] 155232852
[1 2704694954785049502 2704694954785049502 1] 156655487
[1 8630513118107105493 8630513118107105493 1] 157791489
[1 8223556651405343222 8223556651405343222 1] 157629896
[1 497283696040899058 497283696040899058 1] 158884709
[1 1790591590042843761 1790591590042843761 1] 159244671
[1 4073211198583022180 4073211198583022180 1] 158776087
[1 8123840614758380338 8123840614758380338 1] 158383713
[1 7490339278880190554 7490339278880190554 2] 158143616
[1 2550598396595818528 2550598396595818528 1] 158214965
[1 5199371706524493251 5199371706524493251 1] 158028745
[1 5071069789944271384 5071069789944271384 1] 158031708
[1 131118527416406417 131118527416406417 1] 159129711
[1 3964450872751765311 3964450872751765311 5] 159175058
[1 2838580124468335443 2838580124468335443 1] 158620352
[1 7881522691004017370 7881522691004017370 1] 159922184
[1 7316668006565156651 7316668006565156651 3] 160210356
[1 3460887766722519736 3460887766722519736 1] 161739033
[1 8178167647254100655 8178167647254100655 1] 162404522
[1 4194064741151001970 4194064741151001970 1] 162532150
[1 5199371706524493251 5199371706524493251 2] 162345589
[1 2337016797151025370 2337016797151025370 1] 163890016
[1 9194213822884330834 9194213822884330834 1] 163443733
[1 960478310206579209 960478310206579209 1] 163278388
[1 7979646042163024205 7979646042163024205 1] 162965917
[1 1858959575435454377 1858959575435454377 2] 164265271
[1 1217566094413633721 1217566094413633721 1] 163774654
[1 5199641547698550621 5199641547698550621 1] 164999724
[1 6957926362045696369 6957926362045696369 1] 164437314
[1 2319188756839704936 2319188756839704936 1] 165042102
[1 1572355345597119708 1572355345597119708 1] 164874133
[1 8875211216651956425 8875211216651956425 2] 165575854
[1 4559156434454441098 4559156434454441098 1] 166928234
[1 8821009146333822433 8821009146333822433 1] 168435365
[1 1309962873612645872 1309962873612645872 3] 168740122
[1 4898117658189580031 4898117658189580031 1] 168522615
[1 4086763913301779518 4086763913301779518 2] 168501914
[1 130094826246450141 130094826246450141 1] 168634219
[1 8344753198079708132 8344753198079708132 1] 169839088
[1 6700757519863913125 6700757519863913125 2] 171416418
[1 7523316024404873548 7523316024404873548 1] 171733871
[1 8457181607094899287 8457181607094899287 1] 171787334
[1 2247469374958062075 2247469374958062075 1] 171285735
[1 3113311429710773546 3113311429710773546 1] 172135045
[1 4073211198583022180 4073211198583022180 3] 171666879
[1 2509139897261588936 2509139897261588936 1] 173016919
[1 2090043877226103601 2090043877226103601 1] 173760215
[1 5609386143928750169 5609386143928750169 1] 173581859
[1 3513591833870429566 3513591833870429566 1] 173084577
[1 794543592873094726 794543592873094726 1] 173362232
[1 579383808298780685 579383808298780685 2] 172930690
[1 8380641326145083184 8380641326145083184 1] 172580552
[1 3964450872751765311 3964450872751765311 1] 172624318
[1 6679105948721570805 6679105948721570805 1] 172293341
[1 789678821803831634 789678821803831634 1] 172193070
[1 3152667199902966591 3152667199902966591 1] 171594124
[1 5428676046622452730 5428676046622452730 1] 172382522
[1 4755877962832181671 4755877962832181671 2] 172301605
[1 1652415761709635407 1652415761709635407 1] 173153968
[1 3452460185093754177 3452460185093754177 1] 173140200
[1 3523119062920112816 3523119062920112816 3] 173350238
[1 8071399829518041455 8071399829518041455 1] 173982436
[1 6312818450892701566 6312818450892701566 2] 173726573
[1 5885251080520357233 5885251080520357233 1] 173919179
[1 2928647503566692007 2928647503566692007 1] 174380569
[1 4365291373867262605 4365291373867262605 2] 175476706
[1 6324117110787121994 6324117110787121994 1] 176922551
[1 555990338574654921 555990338574654921 1] 177974949
[1 4982225158532910574 4982225158532910574 1] 178345729
[1 8382273392383741760 8382273392383741760 2] 179194318
[1 3152846535939948506 3152846535939948506 2] 179253727
[1 6312818450892701566 6312818450892701566 2] 178999679
[1 9041943092826302859 9041943092826302859 1] 179343897
[1 2856539413314948307 2856539413314948307 1] 179126819
[1 5380935037227546951 5380935037227546951 1] 178856254
[1 7465279672643454733 7465279672643454733 1] 178840293
[1 6423217256339162762 6423217256339162762 1] 179822264
[1 6190378323326485826 6190378323326485826 3] 179310381
[1 4811212750625984352 4811212750625984352 1] 179144301
[1 4541849469276830559 4541849469276830559 1] 178839276
[1 230278193608570785 230278193608570785 1] 178330095
[1 8796452180611775208 8796452180611775208 1] 178379119
[1 7951556637785314359 7951556637785314359 2] 178084977
[1 1190941672751438369 1190941672751438369 1] 178120754
[1 2334543312721676862 2334543312721676862 1] 179493149
[1 4021089274693363635 4021089274693363635 1] 180881056
[1 5788881540600095843 5788881540600095843 1] 181517469
[1 2036909659925042171 2036909659925042171 2] 181585470
[1 7008706794286656759 7008706794286656759 1] 181420129
[1 8674095322927264939 8674095322927264939 1] 181654840
[1 8939596530689448133 8939596530689448133 1] 182900060
[1 6041612706119483417 6041612706119483417 1] 183500533
[1 5010598880146546224 5010598880146546224 1] 183480228
[1 3558554399823816184 3558554399823816184 1] 183967095
[1 3966236307845293463 3966236307845293463 1] 183955379
[1 5152867666612939994 5152867666612939994 1] 183485429
[1 3575030713274475525 3575030713274475525 1] 184976018
[1 769942351571177457 769942351571177457 1] 184898609
[1 3337160779789067394 3337160779789067394 2] 186192401
[1 4538011972252671285 4538011972252671285 2] 185796642
[1 7496270305388725263 7496270305388725263 2] 186022751
[1 7835094993739046534 7835094993739046534 1] 187407257
[1 7253081084140999038 7253081084140999038 1] 188040490
[1 2965510242296456540 2965510242296456540 1] 188944390
[1 4826508407678470599 4826508407678470599 1] 188411232
[1 4643234138915544813 4643234138915544813 1] 189842504
[1 3815681640050750010 3815681640050750010 1] 190740074
[1 5593717899833931073 5593717899833931073 1] 190974990
[1 1452942473505964474 1452942473505964474 1] 191912522
[1 1113918663186012118 1113918663186012118 1] 191859175
[1 4133824371882797777 4133824371882797777 1] 193022762
[1 6702312599032352784 6702312599032352784 1] 194391815
[1 1392740535184907307 1392740535184907307 1] 194410592
[1 8219298985896031870 8219298985896031870 1] 195035366
[1 407680228762628637 407680228762628637 1] 195558936
[1 3397674522525353132 3397674522525353132 3] 195671771
[1 3380263676397564338 3380263676397564338 1] 195279906
[1 8228581028098359699 8228581028098359699 1] 195850881
[1 3203016569110680163 3203016569110680163 1] 197179831
[1 5041716788574141913 5041716788574141913 3] 197917025
[1 5718108348191035616 5718108348191035616 1] 199032058
[1 5163588175456553285 5163588175456553285 1] 198537490
[1 2367632123291455431 2367632123291455431 1] 199523765
[1 2269341530959424643 2269341530959424643 1] 199829208
[1 5873317982803155464 5873317982803155464 1] 200520050
[1 8323616056709401117 8323616056709401117 1] 201139940
[1 4852342352453309314 4852342352453309314 1] 201986514
[1 3219269621666571012 3219269621666571012 1] 202837376
[1 8555612586013675980 8555612586013675980 1] 203284810
[1 4486208703608854876 4486208703608854876 1] 203533490
[1 1980691158095603428 1980691158095603428 2] 205219710
[1 6520185239836403810 6520185239836403810 1] 204916658
[1 2332873300355990351 2332873300355990351 3] 205520732
[1 5788881540600095843 5788881540600095843 1] 206171685
[1 9194213822884330834 9194213822884330834 1] 205725548
[1 8783398529814028400 8783398529814028400 1] 206676837
[1 5063561934843515109 5063561934843515109 1] 207063642
[1 3923278645798607949 3923278645798607949 1] 208528651
[1 1335048254029551544 1335048254029551544 1] 208394808
[1 8783398529814028400 8783398529814028400 2] 209340815
[1 6487420009656927523 6487420009656927523 2] 210653989
[1 2737049106520977071 2737049106520977071 1] 212088754
[1 2351868443412837382 2351868443412837382 2] 212348697
[1 4672142790945023815 4672142790945023815 1] 213668673
[1 550672249647483098 550672249647483098 2] 214020113
[1 8630513118107105493 8630513118107105493 1] 215154873
[1 7816894275143735653 7816894275143735653 1] 216326050
[1 3829641242182598913 3829641242182598913 2] 216051817
[1 7942517674964614188 7942517674964614188 1] 217774309
[1 2059014550261616441 2059014550261616441 1] 217928440
[1 4808101553268135358 4808101553268135358 1] 219282191
[1 6020890979708936693 6020890979708936693 1] 219660372
[1 5719856726457577661 5719856726457577661 4] 219723419
[1 5190854629269504638 5190854629269504638 1] 219331646
[1 5719717182571015391 5719717182571015391 1] 219424542
[1 3656344101082318758 3656344101082318758 1] 220168218
[1 3727930850643909137 3727930850643909137 1] 221650067
[1 8630513118107105493 8630513118107105493 1] 222781501
[1 230278193608570785 230278193608570785 1] 222272747
[1 8861487328274733667 8861487328274733667 1] 222143555
[1 282635039422144020 282635039422144020 1] 222951618
[1 6416684361604007311 6416684361604007311 1] 224114192
[1 6028182652995316019 6028182652995316019 1] 225384202
[1 14219070558469852 14219070558469852 1] 225586989
[1 5475979248680422918 5475979248680422918 1] 227049875
[1 414355819421748683 414355819421748683 2] 228240252
[1 6812130681507053423 6812130681507053423 1] 229753511
[1 7798246342830308968 7798246342830308968 1] 230648197
[1 5585786087383249728 5585786087383249728 1] 231537865
[1 3530022764642695888 3530022764642695888 1] 231953480
[1 2336099898871085227 2336099898871085227 1] 231564775
[1 7777977619431818208 7777977619431818208 1] 231478873
[1 7510830849849817936 7510830849849817936 1] 231758536
[1 8172922642733451540 8172922642733451540 1] 231681474
[1 8861487328274733667 8861487328274733667 1] 231551974
[1 8818877862451692445 8818877862451692445 1] 231342003
[1 8906311312446022368 8906311312446022368 2] 231560137
[1 4002125427601191018 4002125427601191018 1] 232494683
[1 185177807332437299 185177807332437299 1] 233964765
[1 6789022155914594207 6789022155914594207 1] 233889916
[1 3094667540105656806 3094667540105656806 1] 235197304
[1 9223218755183230107 9223218755183230107 1] 235838672
[1 1858959575435454377 1858959575435454377 1] 237129467
[1 25808810848855699 25808810848855699 1] 238227678
[1 777597955150123734 777597955150123734 1] 238731493
[1 6317955593750657091 6317955593750657091 1] 238351750
[1 8579167014664097186 8579167014664097186 1] 239974070
[1 3674465782270809850 3674465782270809850 1] 240356616
[1 5235884288566630025 5235884288566630025 1] 239897278
[1 1779151639916505574 1779151639916505574 1] 241196863
[1 4792288441176605021 4792288441176605021 2] 242707314
[1 7999706091662848021 7999706091662848021 1] 242405175
[1 4909640069524819720 4909640069524819720 1] 242605730
[1 3815681640050750010 3815681640050750010 1] 243509638
[1 2090043877226103601 2090043877226103601 1] 244255388
[1 8861487328274733667 8861487328274733667 1] 244128415
[1 7496270305388725263 7496270305388725263 2] 244356664
[1 522117222994015365 522117222994015365 1] 246024169
[1 965512617529384234 965512617529384234 1] 246518335
[1 4973759262420791533 4973759262420791533 1] 246033734
[1 855809072938529119 855809072938529119 1] 246728103
[1 3212214683265722945 3212214683265722945 2] 247606251
[1 9087915936908888447 9087915936908888447 2] 248794220
[1 6332845802162722465 6332845802162722465 1] 248654113
[1 4073211198583022180 4073211198583022180 1] 248185415
[1 8732085476929491618 8732085476929491618 1] 249247075
[1 5025943281449913462 5025943281449913462 1] 249882946
[1 8438789768457654395 8438789768457654395 1] 251413530
[1 241391968874552458 241391968874552458 1] 251574333
[1 345230284045436778 345230284045436778 2] 253099013
[1 3908090975176347760 3908090975176347760 2] 253119987
[1 2934363447031835758 2934363447031835758 1] 254787350
[1 894503179976803868 894503179976803868 1] 255270974
