#input
#!/bin/sh
#
# This is the configuration of the final run.
# The seed value will be a non-zero value that will not be disclosed.
##
#
#
#SERVER=localhost
#PORT=9000
#SEED=5041
#TOTAL=500
#START=0
#DIFFICULTY=30000000
#REP_PROB_PERCENT=20
#DELAY_US=600000
#PRIO_LAMBDA=1.5
#
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#./client $SERVER $PORT $SEED $TOTAL $START $DIFFICULTY $REP_PROB_PERCENT $DELAY_US $PRIO_LAMBDA >> client.log
#


**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 7777977619431818208 7777977619431818208 1] 233416062
[1 7510830849849817936 7510830849849817936 1] 233697311
[1 8172922642733451540 8172922642733451540 1] 233621574
[1 8861487328274733667 8861487328274733667 1] 233494467
[1 8818877862451692445 8818877862451692445 1] 233285190
[1 8906311312446022368 8906311312446022368 2] 233517171
[1 4002125427601191018 4002125427601191018 1] 234458092
[1 185177807332437299 185177807332437299 1] 235937517
[1 6789022155914594207 6789022155914594207 1] 235862025
[1 3094667540105656806 3094667540105656806 1] 237173340
[1 9223218755183230107 9223218755183230107 1] 237815490
[1 1858959575435454377 1858959575435454377 1] 239109085
[1 25808810848855699 25808810848855699 1] 240212243
[1 777597955150123734 777597955150123734 1] 240706602
[1 6317955593750657091 6317955593750657091 1] 240326580
[1 8579167014664097186 8579167014664097186 1] 241949082
[1 3674465782270809850 3674465782270809850 1] 242330251
[1 5235884288566630025 5235884288566630025 1] 241870937
[1 1779151639916505574 1779151639916505574 1] 243092207
[1 4792288441176605021 4792288441176605021 2] 244594543
[1 7999706091662848021 7999706091662848021 1] 244290580
[1 4909640069524819720 4909640069524819720 1] 244490298
[1 3815681640050750010 3815681640050750010 1] 245389896
[1 2090043877226103601 2090043877226103601 1] 246130396
[1 8861487328274733667 8861487328274733667 1] 246001308
[1 7496270305388725263 7496270305388725263 2] 246229790
[1 522117222994015365 522117222994015365 1] 247893818
[1 965512617529384234 965512617529384234 1] 248387761
[1 4973759262420791533 4973759262420791533 1] 247903152
[1 855809072938529119 855809072938529119 1] 248598113
[1 3212214683265722945 3212214683265722945 2] 249477787
[1 9087915936908888447 9087915936908888447 2] 250680352
[1 6332845802162722465 6332845802162722465 1] 250541274
[1 4073211198583022180 4073211198583022180 1] 250073211
[1 8732085476929491618 8732085476929491618 1] 251145210
[1 5025943281449913462 5025943281449913462 1] 251792375
[1 8438789768457654395 8438789768457654395 1] 253338464
[1 241391968874552458 241391968874552458 1] 253500899
[1 345230284045436778 345230284045436778 2] 255034152
[1 3908090975176347760 3908090975176347760 2] 255057855
[1 2934363447031835758 2934363447031835758 1] 256734599
[1 894503179976803868 894503179976803868 1] 257223534
[1 6190378323326485826 6190378323326485826 1] 256712425
[1 2562215526203485763 2562215526203485763 1] 256960199
[1 2334543312721676862 2334543312721676862 1] 258337194
[1 6400049056656596056 6400049056656596056 1] 259769083
[1 3825613523896836328 3825613523896836328 1] 261416447
[1 3246353780858311150 3246353780858311150 1] 261137663
[1 472640305114548655 472640305114548655 1] 262409181
[1 3725094020181300213 3725094020181300213 1] 263957807
[1 2097449817658158751 2097449817658158751 1] 265369232
[1 6643227403971752890 6643227403971752890 1] 266080670
[1 5178122808022206607 5178122808022206607 1] 265978730
[1 5196006687241536103 5196006687241536103 3] 267147908
[1 3743210088908719144 3743210088908719144 1] 266624444
[1 7218017804265400567 7218017804265400567 1] 266086428

Prio stats: 394 85 17 3 1 0 0 0 0 0 0 0 0 0 0 0 
Results: 100.00 167702872
**********************************
DTU - OS Challenge - Client v0.20
**********************************
Total requests: 500
Start: Random
Difficulty: 30000000
Repetition probability (%): 20
Request delay (us): 600000
Priority enabled - lambda: 1.50

[1 5323113048839211569 5323113048839211569 1] 1255540
[1 6061301652778360708 6061301652778360708 1] 2060256
[1 6551056528233317404 6551056528233317404 1] 3234890
[1 5199371706524493251 5199371706524493251 1] 3047331
[1 3659813617944922327 3659813617944922327 1] 3417459
[1 5323113048839211569 5323113048839211569 1] 4073044
[1 6551056528233317404 6551056528233317404 1] 5246032
[1 4306388032135015083 4306388032135015083 1] 5777510
[1 3582342302972989278 3582342302972989278 2] 6139571
[1 5152867666612939994 5152867666612939994 1] 5669982
[1 8545497753826994372 8545497753826994372 1] 7342034
[1 14219070558469852 14219070558469852 1] 7539638
[1 5152867666612939994 5152867666612939994 2] 7069552
[1 8123840614758380338 8123840614758380338 1] 6677933
[1 6299299371226330111 6299299371226330111 1] 6494135
[1 5199371706524493251 5199371706524493251 2] 6306665
[1 4210581282492980127 4210581282492980127 2] 7471325
[1 2681509236213133930 2681509236213133930 1] 8939019
[1 2417774981122755451 2417774981122755451 1] 10079171
[1 5199371706524493251 5199371706524493251 1] 9895457
[1 2417774981122755451 2417774981122755451 1] 11037736
[1 3371221844736955655 3371221844736955655 1] 11570319
[1 14219070558469852 14219070558469852 1] 11767115
[1 5665786584277501498 5665786584277501498 1] 12822516
[1 4411586658559271441 4411586658559271441 2] 14364978
[1 7751036336550852449 7751036336550852449 2] 14851327
[1 5226070023190972674 5226070023190972674 1] 14257184
[1 443797163739200304 443797163739200304 1] 15197419
[1 2681509236213133930 2681509236213133930 1] 16662303
[1 4711316578468217750 4711316578468217750 1] 16483028
[1 3219269621666571012 3219269621666571012 1] 17334859
[1 4439128167132747160 4439128167132747160 1] 17424707
[1 419959660935379333 419959660935379333 1] 17391302
[1 5323113048839211569 5323113048839211569 1] 18048012
[1 6508099035400486672 6508099035400486672 3] 19184247
[1 3661979449103474211 3661979449103474211 1] 19370565
[1 5199371706524493251 5199371706524493251 1] 19184485
[1 428285387533163711 428285387533163711 1] 18699575
[1 7479665055322049871 7479665055322049871 1] 19486641
[1 4587930096661733970 4587930096661733970 1] 19973904
[1 676565140536873255 676565140536873255 1] 20220629
[1 7465279672643454733 7465279672643454733 1] 20205381
[1 5358995021737652853 5358995021737652853 2] 21347660
[1 7758562614941667095 7758562614941667095 1] 22159279
[1 4096930159418457413 4096930159418457413 2] 21860014
[1 6676147598389536847 6676147598389536847 1] 21967524
[1 7542673075594086020 7542673075594086020 1] 21883169
[1 8447424885188984022 8447424885188984022 1] 21866829
[1 3380263676397564338 3380263676397564338 2] 21475220
[1 14219070558469852 14219070558469852 1] 21672229
[1 8765615669523681939 8765615669523681939 1] 21757506
[1 419959660935379333 419959660935379333 1] 21724591
[1 5054306381671161295 5054306381671161295 2] 22659701
[1 4418986465783198893 4418986465783198893 1] 23024274
[1 3168228909583649578 3168228909583649578 1] 24157480
[1 4711016277695541463 4711016277695541463 1] 24658834
[1 3300549992339425025 3300549992339425025 1] 25059238
[1 4640306689896283532 4640306689896283532 1] 25909216
[1 8576653471017792763 8576653471017792763 1] 26149377
[1 8630513118107105493 8630513118107105493 2] 27284593
[1 3073303311992054111 3073303311992054111 1] 28994605
[1 4675313619226882656 4675313619226882656 2] 29735211
[1 4672142790945023815 4672142790945023815 1] 31043200
[1 6312818450892701566 6312818450892701566 2] 30787693
[1 3277991424207011103 3277991424207011103 1] 30351083
[1 4313074964976661539 4313074964976661539 1] 30783824
[1 5358995021737652853 5358995021737652853 1] 31926584
[1 5727926382741058057 5727926382741058057 1] 32453705
[1 6769470164041216243 6769470164041216243 2] 32598205
[1 2408144213467734955 2408144213467734955 2] 33476099
[1 1537871660103321085 1537871660103321085 1] 34019290
[1 8106418617074936444 8106418617074936444 2] 35513222
[1 4852342352453309314 4852342352453309314 1] 36368541
[1 6935269914745579775 6935269914745579775 2] 37918537
[1 8178167647254100655 8178167647254100655 1] 38584242
[1 5609386143928750169 5609386143928750169 1] 38407626
[1 5235884288566630025 5235884288566630025 1] 37948329
[1 7258030776582813733 7258030776582813733 2] 39160499
[1 6418055994088674903 6418055994088674903 2] 40735972
[1 8861487328274733667 8861487328274733667 1] 40608741
[1 5199371706524493251 5199371706524493251 1] 40420441
[1 697023732095936426 697023732095936426 1] 41573590
[1 2702469276737005753 2702469276737005753 1] 42708924
[1 7751036336550852449 7751036336550852449 1] 43194049
[1 7263920461483667833 7263920461483667833 3] 42648489
[1 1858959575435454377 1858959575435454377 1] 43943570
[1 1559190386264860990 1559190386264860990 1] 45444334
[1 8545497753826994372 8545497753826994372 2] 47116617
[1 6733148917571626198 6733148917571626198 1] 47114471
[1 2906895808741546301 2906895808741546301 1] 48032610
[1 6621806134722217994 6621806134722217994 3] 48240918
[1 5899104248299270511 5899104248299270511 1] 48516783
[1 8545497753826994372 8545497753826994372 1] 50186504
[1 1999070770062910591 1999070770062910591 1] 50298294
[1 5046249221331440250 5046249221331440250 1] 50735588
[1 2740874517211224045 2740874517211224045 1] 52423266
[1 3980262377739853399 3980262377739853399 1] 52028970
[1 1726119651011849087 1726119651011849087 1] 53558433
[1 4755769266264313978 4755769266264313978 1] 54130874
[1 1924345543027782702 1924345543027782702 1] 54984886
[1 1657028723439299735 1657028723439299735 1] 56522191
[1 3837879182316570790 3837879182316570790 1] 57214556
[1 3679629128133838277 3679629128133838277 1] 56781059
[1 3980262377739853399 3980262377739853399 2] 56387180
[1 4829750008164147974 4829750008164147974 1] 55884647
[1 366035088203681309 366035088203681309 1] 56933781
[1 472640305114548655 472640305114548655 1] 58212755
[1 8025119966655469405 8025119966655469405 1] 58049619
[1 1943465972204786521 1943465972204786521 1] 59494239
[1 9087915936908888447 9087915936908888447 1] 60700120
[1 7021863040962118426 7021863040962118426 1] 62366300
[1 6383064505001044642 6383064505001044642 1] 62914704
[1 6661929279557956789 6661929279557956789 1] 63109727
[1 3380263676397564338 3380263676397564338 1] 62719155
[1 4134066680141017990 4134066680141017990 1] 62318060
[1 7885990956964797791 7885990956964797791 1] 62469683
[1 2881907375742268536 2881907375742268536 2] 63802985
[1 1494610507527821925 1494610507527821925 1] 63875765
[1 2237646372472201809 2237646372472201809 2] 63931895
[1 7000092202700241638 7000092202700241638 1] 63968099
[1 4049776256710809090 4049776256710809090 1] 65285579
[1 7094574829709000416 7094574829709000416 2] 66940996
[1 5222133264898256115 5222133264898256115 2] 67321593
[1 777597955150123734 777597955150123734 1] 67824333
[1 78272782157371108 78272782157371108 1] 69570651
[1 4934221230837358068 4934221230837358068 1] 70140716
[1 3224496798420488480 3224496798420488480 1] 71462748
[1 4389097367932351452 4389097367932351452 1] 71767399
[1 472640305114548655 472640305114548655 1] 73047094
[1 6418055994088674903 6418055994088674903 2] 74627399
[1 4210581282492980127 4210581282492980127 1] 75797804
[1 62078986177768511 62078986177768511 1] 75447014
[1 4858660833805638128 4858660833805638128 1] 76992616
[1 5486430009089896035 5486430009089896035 1] 76823270
[1 3523119062920112816 3523119062920112816 1] 77037198
[1 2404331784854299912 2404331784854299912 1] 77021297
[1 171574233629385747 171574233629385747 1] 77077005
[1 3837879182316570790 3837879182316570790 1] 77773989
[1 4002065833995603862 4002065833995603862 1] 78286926
[1 101175050661003722 101175050661003722 1] 78741552
[1 5235884288566630025 5235884288566630025 1] 78282059
[1 1217082174760581124 1217082174760581124 1] 79231880
[1 9041943092826302859 9041943092826302859 1] 79577470
[1 4570918472550733256 4570918472550733256 1] 80065375
[1 3778255577798444672 3778255577798444672 2] 81195073
[1 2562215526203485763 2562215526203485763 2] 81441361
[1 4559156434454441098 4559156434454441098 1] 82807259
[1 6334889449731842403 6334889449731842403 1] 83337893
[1 8773876334263565533 8773876334263565533 1] 83086704
[1 4516712816156734168 4516712816156734168 1] 83677022
[1 5190854629269504638 5190854629269504638 1] 83285717
[1 348341910997470776 348341910997470776 1] 82715907
[1 3338324673096263604 3338324673096263604 1] 83328657
[1 6696084871028655697 6696084871028655697 1] 83669042
[1 2337016797151025370 2337016797151025370 1] 85209003
[1 6513783888078605502 6513783888078605502 1] 86062460
[1 4567303845284399364 4567303845284399364 1] 86195781
[1 6418055994088674903 6418055994088674903 2] 87764265
[1 3551371861899513573 3551371861899513573 1] 87963447
[1 3210252149598671156 3210252149598671156 2] 88967967
[1 4852342352453309314 4852342352453309314 1] 89816783
[1 894503179976803868 894503179976803868 2] 90303201
[1 647491046073748595 647491046073748595 1] 90104940
[1 4509399839213241252 4509399839213241252 1] 91385237
[1 3289045874899206838 3289045874899206838 2] 92624237
[1 7012966272631410635 7012966272631410635 1] 92062496
[1 2810783061002379839 2810783061002379839 1] 92105625
[1 3526848735750231445 3526848735750231445 3] 92675464
[1 4672142790945023815 4672142790945023815 1] 93989535
[1 6451767927797156096 6451767927797156096 1] 94716414
[1 2239583862575887041 2239583862575887041 1] 94858925
[1 5235884288566630025 5235884288566630025 1] 94399131
[1 3271852081665507611 3271852081665507611 1] 93855710
[1 3523119062920112816 3523119062920112816 1] 94066803
[1 7758562614941667095 7758562614941667095 2] 94878653
[1 251690462219525063 251690462219525063 1] 96513848
[1 8861487328274733667 8861487328274733667 1] 96385017
[1 472640305114548655 472640305114548655 2] 97656490
[1 5199371706524493251 5199371706524493251 1] 97470036
[1 5178792161997660435 5178792161997660435 1] 97955577
[1 8166414568124432591 8166414568124432591 1] 98842117
[1 8685449636262271972 8685449636262271972 1] 100440197
[1 7132460384727029320 7132460384727029320 2] 100552267
[1 5514366799865754161 5514366799865754161 1] 101007526
[1 4412122026428717922 4412122026428717922 1] 102280306
[1 3236934473919397422 3236934473919397422 1] 103095539
[1 647491046073748595 647491046073748595 1] 102896591
[1 4219873354455086148 4219873354455086148 4] 103852419
[1 130094826246450141 130094826246450141 1] 103986224
[1 2331347999351084026 2331347999351084026 1] 103703179
[1 3659813617944922327 3659813617944922327 2] 104070133
[1 2491827283880295168 2491827283880295168 2] 105583252
[1 5063561934843515109 5063561934843515109 1] 105962322
[1 4377884285487400780 4377884285487400780 1] 105412184
[1 9111468288398707982 9111468288398707982 1] 105794697
[1 550672249647483098 550672249647483098 1] 106145865
[1 6513783888078605502 6513783888078605502 1] 107001205
[1 8746113330728608796 8746113330728608796 3] 107109808
[1 2861478466821191741 2861478466821191741 1] 106852066
[1 3558554399823816184 3558554399823816184 1] 107339376
[1 6274825479430247148 6274825479430247148 1] 108628194
[1 9194213822884330834 9194213822884330834 1] 108181466
[1 185118575590103668 185118575590103668 1] 109257425
[1 4122695951619468847 4122695951619468847 2] 110217693
[1 8596722216914397364 8596722216914397364 1] 111559466
[1 4073211198583022180 4073211198583022180 1] 111091847
[1 9194213822884330834 9194213822884330834 1] 110645943
[1 5199371706524493251 5199371706524493251 2] 110457288
[1 7856897504463192900 7856897504463192900 1] 110405003
[1 5416000030182068785 5416000030182068785 2] 110889881
[1 1242004612079023671 1242004612079023671 1] 111224485
[1 4827324001856983987 4827324001856983987 1] 111677962
[1 2491827283880295168 2491827283880295168 1] 113199590
[1 4774416163461359252 4774416163461359252 3] 113860298
[1 914343859512707012 914343859512707012 1] 114419307
[1 3271508910756835865 3271508910756835865 1] 114507283
[1 3345713678998118409 3345713678998118409 1] 116228449
[1 1840298256139815746 1840298256139815746 1] 117970654
[1 6397345207882921962 6397345207882921962 2] 119062989
[1 9107500590212004521 9107500590212004521 2] 119375810
[1 6468866080072798106 6468866080072798106 1] 120436532
[1 7044189533465539850 7044189533465539850 1] 120587843
[1 6357559164249722615 6357559164249722615 4] 121801993
[1 6508099035400486672 6508099035400486672 1] 122945530
[1 6170402025844769799 6170402025844769799 1] 122416717
[1 2454684895762362559 2454684895762362559 1] 122624013
[1 7499126390569328487 7499126390569328487 1] 123675317
[1 2454684895762362559 2454684895762362559 1] 123880823
[1 4562440946473198944 4562440946473198944 3] 124615904
[1 6969888700525189384 6969888700525189384 1] 125572072
[1 2090043877226103601 2090043877226103601 2] 126323085
[1 1186413747289502661 1186413747289502661 2] 127307232
[1 319895222190797266 319895222190797266 1] 127835862
[1 776057151823164264 776057151823164264 1] 127723106
[1 4238713034810074028 4238713034810074028 1] 128789772
[1 472640305114548655 472640305114548655 1] 130067696
[1 3271508910756835865 3271508910756835865 2] 130156424
[1 9054274455774325283 9054274455774325283 2] 130108373
[1 5460306810368422338 5460306810368422338 1] 131215051
[1 415004406609487801 415004406609487801 1] 130631687
[1 8123840614758380338 8123840614758380338 3] 130241024
[1 5724685807532549095 5724685807532549095 1] 131396622
[1 5945104872396650355 5945104872396650355 1] 131767642
[1 8863376680030915354 8863376680030915354 1] 131627365
[1 1890874750208477764 1890874750208477764 1] 133132115
[1 7613436918011352707 7613436918011352707 1] 133519764
[1 6423217256339162762 6423217256339162762 1] 134506084
[1 835059540630012492 835059540630012492 1] 135630216
[1 5885709345812136768 5885709345812136768 1] 136248014
[1 8456951483809752933 8456951483809752933 1] 137510908
[1 1929108437739011046 1929108437739011046 1] 137941411
[1 962644554631157417 962644554631157417 1] 139551295
[1 5416000030182068785 5416000030182068785 1] 140039154
[1 6041612706119483417 6041612706119483417 1] 140638615
[1 1657028723439299735 1657028723439299735 2] 142191504
[1 2538156644782290352 2538156644782290352 2] 143740644
[1 8454751433989030941 8454751433989030941 1] 143998298
[1 7466460471292109233 7466460471292109233 1] 145395872
[1 3582342302972989278 3582342302972989278 1] 145755862
[1 3829641242182598913 3829641242182598913 1] 145481244
[1 6190378323326485826 6190378323326485826 1] 144969360
[1 4956135701449413191 4956135701449413191 1] 144737343
[1 579383808298780685 579383808298780685 1] 144305320
[1 1176482845217077127 1176482845217077127 1] 145634274
[1 6702312599032352784 6702312599032352784 2] 147007191
[1 2059014550261616441 2059014550261616441 1] 147157967
[1 222493149465179000 222493149465179000 2] 148054022
[1 2046472722026058361 2046472722026058361 1] 148097977
[1 8639103653568590745 8639103653568590745 2] 148501549
[1 2681509236213133930 2681509236213133930 2] 149968042
[1 2681509236213133930 2681509236213133930 1] 151424533
[1 4841662169877694660 4841662169877694660 1] 153156703
[1 1994482117221562610 1994482117221562610 2] 154557787
[1 6872419454369207885 6872419454369207885 1] 155658082
[1 2704694954785049502 2704694954785049502 1] 157078839
[1 8630513118107105493 8630513118107105493 1] 158212052
[1 8223556651405343222 8223556651405343222 1] 158048109
[1 497283696040899058 497283696040899058 1] 159302561
[1 1790591590042843761 1790591590042843761 1] 159663758
[1 4073211198583022180 4073211198583022180 1] 159195089
[1 8123840614758380338 8123840614758380338 1] 158803647
[1 7490339278880190554 7490339278880190554 2] 158557961
[1 2550598396595818528 2550598396595818528 1] 158627443
[1 5199371706524493251 5199371706524493251 1] 158439647
[1 5071069789944271384 5071069789944271384 1] 158467312
[1 131118527416406417 131118527416406417 1] 159562882
[1 3964450872751765311 3964450872751765311 5] 159611750
[1 2838580124468335443 2838580124468335443 1] 159057464
[1 7881522691004017370 7881522691004017370 1] 160365373
[1 7316668006565156651 7316668006565156651 3] 160653627
[1 3460887766722519736 3460887766722519736 1] 162189177
[1 8178167647254100655 8178167647254100655 1] 162854651
[1 4194064741151001970 4194064741151001970 1] 162979723
[1 5199371706524493251 5199371706524493251 2] 162792549
[1 2337016797151025370 2337016797151025370 1] 164339234
[1 9194213822884330834 9194213822884330834 1] 163894431
[1 960478310206579209 960478310206579209 1] 163730787
[1 7979646042163024205 7979646042163024205 1] 163418686
[1 1858959575435454377 1858959575435454377 2] 164719094
[1 1217566094413633721 1217566094413633721 1] 164228338
[1 5199641547698550621 5199641547698550621 1] 165455656
[1 6957926362045696369 6957926362045696369 1] 164893185
[1 2319188756839704936 2319188756839704936 1] 165500169
[1 1572355345597119708 1572355345597119708 1] 165333158
[1 8875211216651956425 8875211216651956425 2] 166040969
[1 4559156434454441098 4559156434454441098 1] 167400994
[1 8821009146333822433 8821009146333822433 1] 168915911
[1 1309962873612645872 1309962873612645872 3] 169219335
[1 4898117658189580031 4898117658189580031 1] 169004537
[1 4086763913301779518 4086763913301779518 2] 168997338
[1 130094826246450141 130094826246450141 1] 169135877
[1 8344753198079708132 8344753198079708132 1] 170353037
[1 6700757519863913125 6700757519863913125 2] 171938755
[1 7523316024404873548 7523316024404873548 1] 172260162
[1 8457181607094899287 8457181607094899287 1] 172315219
[1 2247469374958062075 2247469374958062075 1] 171814000
[1 3113311429710773546 3113311429710773546 1] 172666274
[1 4073211198583022180 4073211198583022180 3] 172198543
[1 2509139897261588936 2509139897261588936 1] 173556002
[1 2090043877226103601 2090043877226103601 1] 174302470
[1 5609386143928750169 5609386143928750169 1] 174127436
[1 3513591833870429566 3513591833870429566 1] 173630609
[1 794543592873094726 794543592873094726 1] 173910521
[1 579383808298780685 579383808298780685 2] 173479859
[1 8380641326145083184 8380641326145083184 1] 173131216
[1 3964450872751765311 3964450872751765311 1] 173176677
[1 6679105948721570805 6679105948721570805 1] 172846036
[1 789678821803831634 789678821803831634 1] 172746902
[1 3152667199902966591 3152667199902966591 1] 172148104
[1 5428676046622452730 5428676046622452730 1] 172941197
[1 4755877962832181671 4755877962832181671 2] 172867060
[1 1652415761709635407 1652415761709635407 1] 173728606
[1 3452460185093754177 3452460185093754177 1] 173718770
[1 3523119062920112816 3523119062920112816 3] 173936277
[1 8071399829518041455 8071399829518041455 1] 174575656
[1 6312818450892701566 6312818450892701566 2] 174321985
[1 5885251080520357233 5885251080520357233 1] 174523318
[1 2928647503566692007 2928647503566692007 1] 174996243
[1 4365291373867262605 4365291373867262605 2] 176116315
[1 6324117110787121994 6324117110787121994 1] 177580619
[1 555990338574654921 555990338574654921 1] 178650566
[1 4982225158532910574 4982225158532910574 1] 179029926
[1 8382273392383741760 8382273392383741760 2] 179886683
[1 3152846535939948506 3152846535939948506 2] 179949044
[1 6312818450892701566 6312818450892701566 2] 179695720
[1 9041943092826302859 9041943092826302859 1] 180045336
[1 2856539413314948307 2856539413314948307 1] 179831086
[1 5380935037227546951 5380935037227546951 1] 179562551
[1 7465279672643454733 7465279672643454733 1] 179550392
[1 6423217256339162762 6423217256339162762 1] 180544421
[1 6190378323326485826 6190378323326485826 3] 180033475
[1 4811212750625984352 4811212750625984352 1] 179870722
[1 4541849469276830559 4541849469276830559 1] 179567325
[1 230278193608570785 230278193608570785 1] 179058687
[1 8796452180611775208 8796452180611775208 1] 179111082
[1 7951556637785314359 7951556637785314359 2] 178817820
[1 1190941672751438369 1190941672751438369 1] 178856064
[1 2334543312721676862 2334543312721676862 1] 180233136
[1 4021089274693363635 4021089274693363635 1] 181632757
[1 5788881540600095843 5788881540600095843 1] 182275805
[1 2036909659925042171 2036909659925042171 2] 182346108
[1 7008706794286656759 7008706794286656759 1] 182182815
[1 8674095322927264939 8674095322927264939 1] 182417001
[1 8939596530689448133 8939596530689448133 1] 183666645
[1 6041612706119483417 6041612706119483417 1] 184270744
[1 5010598880146546224 5010598880146546224 1] 184253130
[1 3558554399823816184 3558554399823816184 1] 184742439
[1 3966236307845293463 3966236307845293463 1] 184732296
[1 5152867666612939994 5152867666612939994 1] 184262606
[1 3575030713274475525 3575030713274475525 1] 185762325
[1 769942351571177457 769942351571177457 1] 185688097
[1 3337160779789067394 3337160779789067394 2] 186988254
[1 4538011972252671285 4538011972252671285 2] 186592727
[1 7496270305388725263 7496270305388725263 2] 186824669
[1 7835094993739046534 7835094993739046534 1] 188220285
[1 7253081084140999038 7253081084140999038 1] 188858312
[1 2965510242296456540 2965510242296456540 1] 189778745
[1 4826508407678470599 4826508407678470599 1] 189245475
[1 4643234138915544813 4643234138915544813 1] 190684910
[1 3815681640050750010 3815681640050750010 1] 191587533
[1 5593717899833931073 5593717899833931073 1] 191826596
[1 1452942473505964474 1452942473505964474 1] 192813068
[1 1113918663186012118 1113918663186012118 1] 192762659
[1 4133824371882797777 4133824371882797777 1] 193938781
[1 6702312599032352784 6702312599032352784 1] 195324224
[1 1392740535184907307 1392740535184907307 1] 195348299
[1 8219298985896031870 8219298985896031870 1] 195980979
[1 407680228762628637 407680228762628637 1] 196508223
[1 3397674522525353132 3397674522525353132 3] 196622459
[1 3380263676397564338 3380263676397564338 1] 196230918
[1 8228581028098359699 8228581028098359699 1] 196805475
[1 3203016569110680163 3203016569110680163 1] 198136803
[1 5041716788574141913 5041716788574141913 3] 198876455
[1 5718108348191035616 5718108348191035616 1] 199995229
[1 5163588175456553285 5163588175456553285 1] 199501300
[1 2367632123291455431 2367632123291455431 1] 200497948
[1 2269341530959424643 2269341530959424643 1] 200809214
[1 5873317982803155464 5873317982803155464 1] 201504940
[1 8323616056709401117 8323616056709401117 1] 202133571
[1 4852342352453309314 4852342352453309314 1] 202992888
[1 3219269621666571012 3219269621666571012 1] 203849985
[1 8555612586013675980 8555612586013675980 1] 204301756
[1 4486208703608854876 4486208703608854876 1] 204556327
[1 1980691158095603428 1980691158095603428 2] 206282745
[1 6520185239836403810 6520185239836403810 1] 205982588
[1 2332873300355990351 2332873300355990351 3] 206598303
[1 5788881540600095843 5788881540600095843 1] 207252726
[1 9194213822884330834 9194213822884330834 1] 206808664
[1 8783398529814028400 8783398529814028400 1] 207765169
[1 5063561934843515109 5063561934843515109 1] 208150115
[1 3923278645798607949 3923278645798607949 1] 209618931
[1 1335048254029551544 1335048254029551544 1] 209486711
[1 8783398529814028400 8783398529814028400 2] 210436695
[1 6487420009656927523 6487420009656927523 2] 211756331
[1 2737049106520977071 2737049106520977071 1] 213213128
[1 2351868443412837382 2351868443412837382 2] 213474500
[1 4672142790945023815 4672142790945023815 1] 214795300
[1 550672249647483098 550672249647483098 2] 215150074
[1 8630513118107105493 8630513118107105493 1] 216294251
[1 7816894275143735653 7816894275143735653 1] 217471719
[1 3829641242182598913 3829641242182598913 2] 217198211
[1 7942517674964614188 7942517674964614188 1] 218924310
[1 2059014550261616441 2059014550261616441 1] 219079506
[1 4808101553268135358 4808101553268135358 1] 220462209
[1 6020890979708936693 6020890979708936693 1] 220846565
[1 5719856726457577661 5719856726457577661 4] 220913353
[1 5190854629269504638 5190854629269504638 1] 220522398
[1 5719717182571015391 5719717182571015391 1] 220617465
[1 3656344101082318758 3656344101082318758 1] 221367985
[1 3727930850643909137 3727930850643909137 1] 222863706
[1 8630513118107105493 8630513118107105493 1] 224005375
[1 230278193608570785 230278193608570785 1] 223497407
[1 8861487328274733667 8861487328274733667 1] 223371064
[1 282635039422144020 282635039422144020 1] 224182643
[1 6416684361604007311 6416684361604007311 1] 225348755
[1 6028182652995316019 6028182652995316019 1] 226622174
[1 14219070558469852 14219070558469852 1] 226819086
[1 5475979248680422918 5475979248680422918 1] 228282701
[1 414355819421748683 414355819421748683 2] 229480034
[1 6812130681507053423 6812130681507053423 1] 231000721
[1 7798246342830308968 7798246342830308968 1] 231901880
[1 5585786087383249728 5585786087383249728 1] 232802051
[1 3530022764642695888 3530022764642695888 1] 233225843
[1 2336099898871085227 2336099898871085227 1] 232838527
[1 7777977619431818208 7777977619431818208 1] 232755584
[1 7510830849849817936 7510830849849817936 1] 233042158
[1 8172922642733451540 8172922642733451540 1] 232969904
[1 8861487328274733667 8861487328274733667 1] 232844470
[1 8818877862451692445 8818877862451692445 1] 232637291
[1 8906311312446022368 8906311312446022368 2] 232863549
[1 4002125427601191018 4002125427601191018 1] 233804527
[1 185177807332437299 185177807332437299 1] 235284338
[1 6789022155914594207 6789022155914594207 1] 235209808
[1 3094667540105656806 3094667540105656806 1] 236525289
[1 9223218755183230107 9223218755183230107 1] 237171337
[1 1858959575435454377 1858959575435454377 1] 238474584
[1 25808810848855699 25808810848855699 1] 239583638
[1 777597955150123734 777597955150123734 1] 240084194
